username,source_freq_map
muhammedhany,{'Twitter for iPhone': 200}
Carrie_Rachel,"{'Twitter Web Client': 99, 'Twitter for iPhone': 64, 'Twitter Web App': 36, 'iOS': 1}"
katespadebrasil,"{'Scup': 198, 'Google': 2}"
trikaofficial,{'Twitter for iPhone': 200}
TarikToros,"{'TweetDeck': 142, 'Twitter Web App': 31, 'Twitter for iPhone': 24, 'Twitter Web Client': 3}"
kunalkohli,{'Twitter for iPhone': 200}
muhadkly,"{'Twitter for iPhone': 181, 'Instagram': 18}"
DezBryant,{'Twitter for iPhone': 198}
Mscathygonzaga,"{'Twitter for Android': 135, 'Twitter for iPhone': 65}"
EndrinaT,"{'Instagram': 76, 'Twitter for Android': 67, 'SumAll': 56}"
ceci_galliano,{'Twitter for iPhone': 200}
JohnBoyega,"{'Twitter for iPhone': 198, 'Twitter Media Studio': 2}"
NaliOfficial,{'Twitter for iPhone': 200}
fatjoe,{'Twitter for iPhone': 196}
ToniCosta,"{'Instagram': 193, 'Twitter for iPhone': 7}"
AuthorDanBrown,"{'Twitter Web Client': 153, 'Twitter for iPhone': 35, 'Twitter Web App': 12}"
StuBennett,{'Twitter for iPhone': 200}
Ryan_Moundo,"{'Twitter for iPhone': 195, 'Twitter Web Client': 2}"
EdWestwick,"{'Twitter for iPhone': 124, 'Twitter Web Client': 42, 'IFTTT': 31, 'Instagram': 1, 'Twitter Media Studio': 1, 'TweetDeck': 1}"
indraherlambang,{'Twitter for iPhone': 199}
alex_brooker,"{'Twitter for iPhone': 179, 'Instagram': 13, 'Twitter for iPad': 2, 'Twitter Web App': 1}"
RaulOrvananos,"{'Twitter for Android': 77, 'TweetDeck': 73, 'Twitter Web App': 32, 'Twitter for iPhone': 16, 'Instagram': 1, 'Twitter Media Studio': 1}"
TheFarahKhan,"{'Twitter for iPhone': 168, 'Instagram': 30, 'Twitter Web App': 1, 'Twitter Web Client': 1}"
emalkin71geno,"{'Twitter for iPhone': 185, 'Instagram': 4, 'iOS': 4, 'Twitter Web Client': 2, 'opendorse': 2, 'Okko Фильмы': 1, 'Instagram on iOS': 1}"
napoleonbravo,"{'Twitter for iPhone': 98, 'Twitter Web App': 92, 'Twitter Web Client': 10}"
samsmith,"{'Twitter for iPhone': 125, 'Twitter Media Studio': 39, 'Twitter Web App': 33, 'Twitter for Advertisers': 2, 'TweetDeck': 1}"
MATUIDIBlaise,"{'Twitter for iPhone': 199, 'Twitter Web App': 1}"
annabelcrabb,"{'Twitter Web App': 103, 'Twitter for iPhone': 96, 'Twitter Web Client': 1}"
AlyssaValdez2,{'Twitter for iPhone': 200}
ecebegumyucetan,"{'Twitter for iPhone': 106, 'Instagram': 85, 'Twitter Web App': 5}"
JoeMcNallyPhoto,"{'Hootsuite Inc.': 100, 'Twitter Web App': 58, 'IFTTT': 25, 'Twitter for iPhone': 11, 'WordPress.com': 6}"
FilmBayona,{'Twitter for iPhone': 199}
YouNasrallah,"{'Twitter for iPad': 79, 'Twitter for iPhone': 70, 'Twitter Web Client': 32, 'Twitter Web App': 9, 'Twitter for Android': 6}"
Fiorello,"{'Twitter for iPhone': 172, 'Twitter Media Studio': 23, 'TweetDeck': 5}"
Eida1Almenhali,"{'Twitter for iPhone': 198, 'Twitter for iPad': 1}"
PReina25,"{'Twitter for iPhone': 155, 'Twitter Web Client': 25, 'Twitter Web App': 10, 'Twitter for Android': 10}"
reallesstroud,"{'Twitter Web App': 92, 'Twitter for iPhone': 71, 'Instagram': 31, 'Twitter Web Client': 6}"
BlogdoJuca,{'Zapier.com': 200}
KellyOsbourne,"{'Instagram': 153, 'Twitter for iPhone': 39, 'Twitter for iPad': 4, 'Twitter Web App': 1, 'Facebook': 1}"
Kelly_Simpkin,"{'Hootsuite': 94, 'Twitter for iPhone': 54, 'Instagram': 48, 'Twitter Web Client': 4}"
ChristinaMilian,"{'Twitter for iPhone': 198, 'Instagram': 2}"
nataliavelezg,"{'TweetDeck': 148, 'Twitter for iPhone': 39, 'Twitter for Android': 8, 'Instagram': 2, 'Periscope': 1}"
rraphamendonca,{'Instagram': 200}
daniel_sharman,"{'Twitter for iPhone': 160, 'Twitter for iPad': 34, 'Twitter Web App': 2}"
Realtaeyang,"{'Instagram': 196, 'Twitter for iPhone': 4}"
TheCameronBoyce,"{'Instagram': 173, 'Twitter for iPhone': 27}"
WhatKatieAte,"{'Twitter for iPhone': 101, 'Instagram': 31, 'Twitter Web App': 24, 'Twitter Web Client': 18, 'Twitter for Android': 16}"
HaifaWehbe,{'Twitter for Android': 189}
brysontiller,"{'Twitter Web Client': 130, 'Twitter Web App': 58, 'Twitter for iPhone': 12}"
julienszn,"{'Twitter for Android': 83, 'Twitter for iPad': 61, 'Twitter for iPhone': 48, 'Instagram': 4, 'Twitter Web App': 1}"
druidDUDE,"{'Twitter for iPhone': 158, 'Twitter Web App': 41}"
TheRaghav_Juyal,"{'Instagram': 159, 'Twitter for iPhone': 40, 'Twitter for Android': 1}"
SteveNash,{'Twitter for iPhone': 200}
MariaBartiromo,"{'Hootsuite Inc.': 137, 'Twitter for iPhone': 63}"
IBGDRGN,"{'Instagram': 156, 'Twitter for iPhone': 44}"
Minogarova,"{'Twitter for iPhone': 198, 'OS X': 1}"
actor_nithiin,{'Twitter for iPhone': 200}
Bjergsen,"{'Twitter for Android': 82, 'Twitter Web Client': 74, 'Twitter Web App': 43, 'Twitter for iPhone': 1}"
tamerhosny,{'Twitter for iPhone': 194}
DerikFein,"{'Twitter for iPhone': 196, 'Twitter Web App': 4}"
BookerT5x,"{'Twitter for iPhone': 165, 'Twitter Web App': 18, 'Instagram': 16, 'Twitter for iPad': 1}"
giampaolosgura,"{'Instagram': 158, 'Facebook': 41, 'Twitter for iPhone': 1}"
EPelett,"{'Instagram': 102, 'Twitter for iPhone': 67, 'Mobile Web': 12, 'Twitter Web Client': 11, 'Yelp': 5, 'Kindle': 1}"
valelotero,{'Twitter for iPhone': 200}
baskomsernevzat,"{'Twitter for iPhone': 179, 'Twitter Web App': 15, 'Twitter for Android': 1, 'Twitter Web Client': 1}"
AshrafGhori,"{'Periscope': 73, 'Twitter for Android': 64, 'Twitter Web Client': 29, 'Twitter Web App': 19, 'TweetDeck': 15}"
JasonLaCanfora,{'Twitter for Android': 200}
KrisHumphries,"{'Instagram': 118, 'UberSocial for iPhone': 60, 'Twitter for iPhone': 13, 'Sqor App': 4, 'Twitter Web Client': 4, 'TweetDeck': 1}"
Andreajg89,"{'Instagram': 141, 'Twitter for iPhone': 35, 'Twitter for Android': 21, 'Twitter Web App': 1}"
StephenAtHome,"{'Twitter for iPhone': 136, 'Twitter Web App': 53, 'Twitter Web Client': 9, 'Twitter Media Studio': 2}"
mrs_carvalho,{'Twitter for iPhone': 197}
PatrickBruel,"{'Twitter for iPhone': 154, 'Twitter for Android': 45, 'Twitter Web App': 1}"
marcoscastro,"{'Twitter Web App': 99, 'Twitter for Android': 96, 'TweetDeck': 3, 'Twitter Media Studio': 2}"
aliana,"{'Twitter for iPhone': 6, 'Twitter Web App': 1}"
Crimsix,"{'Twitter for iPhone': 173, 'Twitter Web App': 14, 'Streamlabs Twitter': 12, 'Twitter Web Client': 1}"
urgantcom,"{'Twitter for iPhone': 139, 'Instagram': 42, 'iOS': 12, 'Twitter Web Client': 1}"
ahuozyurt,"{'Twitter for iPhone': 189, 'Twitter Web App': 11}"
NicolaPorro,"{'Twitter for iPhone': 98, 'Twitter Web App': 94, 'Twitter for Android': 8}"
mafaldina88,"{'Instagram': 123, 'Twitter for iPhone': 77}"
achekhova,"{'Instagram': 197, 'Periscope': 3}"
mungan_murathan,"{'Twitter Web App': 73, 'Twitter for iPad': 50, 'Twitter Web Client': 34, 'Instagram': 24, 'Twitter for iPhone': 17}"
kylieminogue,"{'Twitter for iPhone': 62, 'Echofon': 57, 'Twitter Web App': 46, 'Twitter Media Studio': 30, 'TweetDeck': 4, 'Twitter for Advertisers': 1}"
TWISTAgmg,"{'Twitter for iPhone': 180, 'Twitter Web App': 8, 'Hootsuite Inc.': 6, 'Twitter Web Client': 4, 'Bandsintown': 1}"
jennydeluxe,{'Twitter for iPhone': 199}
BrunoTonioli,"{'Twitter for iPhone': 170, 'Sprout Social': 28, 'Twitter for iPad': 2}"
StellaNolasco,{'Twitter for iPhone': 200}
fionastaples,"{'Twitter for iPhone': 196, 'Instagram': 1, 'Tumblr': 1}"
FreeLanceJoe,{'TweetDeck': 200}
allarinaresh,"{'Twitter for iPhone': 197, 'Instagram': 3}"
christianpetit1,"{'Twitter Web Client': 89, 'Twitter for Android': 85, 'Twitter for Android Tablets': 25}"
giucruciani,"{'Twitter for iPhone': 110, 'Twitter for Android': 83, 'Twitter for iPad': 7}"
benjaminback,"{'Twitter for iPhone': 105, 'Twitter for iPad': 91, 'Instagram': 4}"
ThomRainer,"{'Hootsuite Inc.': 171, 'Tweetbot for iΟS': 29}"
Ayaka_1218,"{'Echofon': 138, 'Instagram': 61, 'Twitter for iPhone': 1}"
steveyeun,"{'Twitter for iPhone': 67, 'Twitter Web App': 33, 'Tweetbot for iΟS': 15, 'Tweetbot for Mac': 11, 'Twitter for iPad': 5, 'Twitter Web Client': 1}"
JohnWall,"{'Twitter for iPhone': 98, 'Echofon': 95, 'Instagram': 6}"
DavidMillerSA12,"{'Twitter for Android': 110, 'Twitter for iPhone': 90}"
OfficialEl92,"{'Twitter for iPhone': 188, 'Buffer': 12}"
tamannaahspeaks,"{'Twitter for Android': 98, 'Twitter for iPhone': 72, 'Twitter Web App': 30}"
vishnu_dir,{'Twitter for iPhone': 194}
CesarCielo,"{'Instagram': 179, 'Facebook': 17, 'Twitter for iPhone': 4}"
JLester34,"{'Twitter Web Client': 122, 'Twitter for iPhone': 73, 'Twitter Web App': 5}"
MohanShakti,"{'Twitter for Android': 146, 'Twitter for iPhone': 53, 'Twitter Web App': 1}"
yagohermidagh12,"{'Twitter for Android': 134, 'Twitter for iPhone': 65}"
RufusHound,{'Twitter Web App': 200}
seph_lawless,{'Twitter for iPhone': 200}
SamiZayn,{'Twitter for iPhone': 200}
vivekoberoi,"{'Twitter for iPhone': 199, 'Instagram': 1}"
rejectedjokes,"{'Twitter for iPhone': 133, 'Twitter Web App': 66, 'Twitter Media Studio': 1}"
HenrikhMkh,"{'Twitter for iPhone': 198, 'Twitter Web Client': 1}"
constancejab,"{'Twitter for iPhone': 128, 'Instagram': 69, 'Twitter Web Client': 2, 'Twitter Web App': 1}"
MoisesNaim,"{'Twitter for iPhone': 196, 'Twitter Web App': 3, 'Twitter Web Client': 1}"
RobertKirkman,"{'Twitter for iPhone': 199, 'TweetDeck': 1}"
mvphotography,"{'Instagram': 156, 'Facebook': 29, 'Twitter for iPhone': 12, 'Google': 1, 'Twitter for Websites': 1, 'Twitter Web Client': 1}"
MauroIcardi,"{'Instagram': 146, 'Twitter for iPhone': 49, 'Twitter for Android': 5}"
johnlegend,"{'Twitter for Android': 117, 'Twitter Web App': 44, 'Twitter for iPhone': 12, 'Twitter Media Studio': 10, 'Hootsuite Inc.': 9, 'Instagram': 8}"
TheAidanDavis,"{'Instagram': 175, 'Twitter for iPhone': 23, 'Twitter for Android': 2}"
SonnyBWilliams,{'Twitter for iPhone': 200}
sarkodie,{'Twitter for iPhone': 200}
LacazetteAlex,"{'Twitter for iPhone': 198, 'Twitter Web App': 1}"
mermhart,"{'Twitter for iPhone': 134, 'Twitter Web App': 59, 'Twitter for iPad': 4, 'Instagram': 3}"
lapizito123,"{'Twitter for iPhone': 151, 'Instagram': 47}"
WhitneyANTM,"{'Facebook': 113, 'Instagram': 86, 'Twitter Web Client': 1}"
alexrosaldo,"{'Twitter for iPhone': 119, 'Instagram': 72, 'TweetDeck': 4, 'Twitter Web App': 2, 'Twitter Media Studio': 2, 'Twitter Web Client': 1}"
rdaneseoficial,"{'Twitter for iPhone': 148, 'Instagram': 49, 'Twitter Web Client': 3}"
chaneliman,"{'Instagram': 187, 'Twitter for iPhone': 6, 'Twitter Web App': 4, 'Twitter Web Client': 1, 'Mobile Web (M2)': 1, 'Mobile Web': 1}"
SalmanYKhan,"{'Instagram': 193, 'Twitter for iPhone': 7}"
lindsayadler,"{'Hootsuite Inc.': 197, 'Twitter for iPhone': 2}"
KareenaMania,{'Twitter for Android': 200}
AdamSessler,"{'Twitter Web App': 124, 'Twitter for iPhone': 76}"
bittman,"{'TweetDeck': 140, 'Twitter Web App': 54, 'Twitter for iPhone': 5, 'Twitter Web Client': 1}"
jasonterry31,{'Twitter for iPhone': 200}
KOlusola,"{'Twitter for iPhone': 167, 'Twitter Web App': 33}"
philmcnulty,"{'Twitter Web App': 162, 'Twitter for iPhone': 38}"
MrMattWilley,"{'Twitter Web App': 98, 'Twitter Web Client': 59, 'Twitter for iPhone': 43}"
AlbertoRavell,"{'Twitter for Android': 117, 'Twitter Web Client': 71, 'Twitter Web App': 12}"
bbclaurak,"{'Twitter for iPhone': 126, 'Twitter Web App': 74}"
sui_he,"{'Twitter for iPhone': 22, 'Twitter for iPad': 6, 'Twitter Web Client': 4, 'Twitter for Windows Phone': 1}"
rezaaslan,"{'Twitter for iPhone': 176, 'Twitter for iPad': 23}"
MaiaMitchell,{'Twitter for iPhone': 199}
MesutOzil1088,"{'Twitter for Android': 188, 'Twitter for iPhone': 11, 'Twitter Web App': 1}"
melfronckowiak,"{'Twitter for Android': 186, 'Twitter Web App': 9, 'Twitter for iPhone': 5}"
TadashiShoji,"{'Twitter Web Client': 119, 'Twitter for iPhone': 81}"
rodrigoalvarez,"{'Twitter for Android': 169, 'Twitter Web Client': 19, 'Twitter Web App': 6, 'Twitter for iPhone': 1}"
SoBeOrganized,"{'IFTTT': 109, 'Facebook': 43, 'Instagram': 33, 'Twitter Web Client': 10, 'Twitter for iPhone': 5}"
rubarrichello,"{'Instagram': 174, 'Twitter for iPhone': 26}"
gdrgdrgdrhair,"{'Twitter for iPhone': 115, 'Instagram': 80, 'NationBuilder': 1, 'Twitter Web Client': 1, 'Twitter for iPad': 1}"
srkbdy,{'Twitter for iPhone': 200}
LaraStone,"{'Instagram': 102, 'Twitter Web Client': 49, 'Twitter for iPhone': 47, 'Twitter Web App': 2}"
ICTYASUKAWA,{'Twitter Web App': 49}
nqtv,"{'Twitter for iPhone': 128, 'Twitter Web App': 63, 'Twitter Media Studio': 9}"
Jacobzawaq,{'Twitter for iPhone': 199}
KimFattorini,"{'Instagram': 117, 'Facebook': 75, 'Twitter for iPhone': 7}"
MishiAmit,{'Twitter for iPhone': 200}
lsbparis,{'Twitter for Android': 200}
DannyZuker,"{'Twitter for iPhone': 123, 'Twitter Web App': 77}"
DanielNewman,"{'Twitter for iPhone': 193, 'Instagram': 5, 'Twitter Web App': 2}"
raymacaricatura,{'Twitter for iPhone': 199}
jcrasnick,"{'Twitter for iPhone': 137, 'Twitter Web App': 49, 'Twitter Web Client': 14}"
SarahLahbati,{'Twitter for iPhone': 196}
majulluis,"{'Twitter Web App': 149, 'Twitter for iPhone': 42, 'Twitter for Android': 9}"
Laurel_DeWitt,"{'Instagram': 165, 'Twitter for iPhone': 34, 'Facebook': 1}"
psy_oppa,"{'Twitter for iPhone': 143, 'Instagram': 55, 'Twitter Web Client': 1}"
albiemorkel,"{'Twitter for iPhone': 195, 'Instagram': 5}"
stewartcink,"{'Twitter for iPhone': 174, 'opendorse': 16, 'Instagram': 8, 'Echofon': 2}"
TamimOfficial28,"{'Twitter for iPhone': 163, 'Instagram': 37}"
gianluigibuffon,"{'Twitter for iPhone': 127, 'PostPickr': 35, 'Twitter Web Client': 17, 'Twitter Web App': 14, 'TweetDeck': 7}"
maudyayunda,"{'Twitter for Android': 87, 'Twitter for iPhone': 79, 'TweetDeck': 24, 'Twitter Web Client': 7, 'UberSocial for iPhone': 2, 'Tumblr': 1}"
varlamov,"{'LiveJournal.com': 60, 'Amplifr': 55, 'Tweetbot for Mac': 51, 'Tweetbot for iΟS': 26, 'Twitter for iPhone': 6, 'Twitter Web App': 2}"
ThierryHenry,"{'Twitter for iPhone': 123, 'Twitter Web Client': 35, 'Twitter for iPad': 23, 'Twitter for Android': 12, 'Twitter for BlackBerry': 3, 'Twitter Media Studio': 2, 'Twitter Web App': 1}"
gianmarcomusica,"{'Twitter for iPhone': 199, 'Instagram': 1}"
AlvaroMorata,"{'Twitter for iPhone': 198, 'Twitter Web Client': 1}"
nico_riera,"{'Instagram': 66, 'Twitter for Android': 62, 'Facebook': 31, 'Cloozup': 18, 'Twitter for iPhone': 15, 'Twitter Web Client': 6, 'INFLUENCERS.com': 2}"
therealTiffany,"{'Instagram': 184, 'Twitter for iPhone': 14, 'Twitter Web App': 1, 'iOS': 1}"
chrisluckhardt,"{'Twitter for iPhone': 88, 'Twitter Web Client': 44, 'Hootsuite Inc.': 26, 'Twitter Web App': 21}"
fahadaafet1,{'Twitter for iPhone': 199}
daveweigel,"{'Twitter for iPhone': 98, 'Twitter Web App': 67, 'TweetDeck': 25, 'Twitter for iPad': 10}"
Julibrasilena,"{'Twitter for iPhone': 113, 'Instagram': 52, 'IFTTT': 23, 'Twuffer': 11}"
lauraellenjames,"{'Twitter for iPhone': 59, 'Instagram': 1}"
vjwoonsen,"{'Instagram': 196, 'Twitter for iPhone': 4}"
dak,"{'Twitter for iPhone': 152, 'Echofon': 17, 'Twitter Web Client': 11, 'Twitter Web App': 8, 'opendorse': 8, 'TweetDeck': 1}"
Magnusbetner,"{'Twitter Web Client': 131, 'Twitter Web App': 35, 'Google': 32, 'Echofon': 2}"
iLovesArah4ever,"{'Twitter for Android': 190, 'Twitter for iPhone': 2, 'Twitter Web App': 1}"
rajolaurel,"{'Instagram': 194, 'Twitter for iPhone': 6}"
nealadamsdotcom,"{'Twitter Web App': 130, 'Twitter for iPhone': 66, 'Instagram': 2, 'Twitter for Android': 2}"
JCLayfield,"{'Twitter for iPhone': 172, 'Twitter for iPad': 16, 'Twitter Web App': 12}"
kevinLee102,"{'Twitter for Android': 193, 'Instagram': 3, 'Twitter for iPhone': 2, 'Twitter Web Client': 1}"
philivey,"{'Twitter for iPhone': 71, 'Hootsuite': 58, 'Twitter Web Client': 57, 'Twitter for iPad': 6, 'Twitter for Android': 5, 'Vine - Make a Scene': 1}"
UnaHealy,"{'Instagram': 121, 'Twitter for Android': 57, 'Twitter for iPhone': 16, 'Twitter Web App': 4, 'Twitter for Advertisers': 1}"
lizasoberano,"{'Twitter for iPhone': 137, 'Twitter Web App': 57}"
NoelGallagher,"{'Hootsuite Inc.': 77, 'Twitter Web App': 64, 'Twitter for iPhone': 39, 'Twitter Media Studio': 13, 'Twitter for Android': 4, 'Twitter Web Client': 3}"
official_flo,"{'Instagram': 140, 'Twitter for iPhone': 53, 'Twitter Web App': 6, 'TikTok - Make Your Day': 1}"
JoelMadden,"{'Twitter for iPhone': 195, 'Twitter for iPad': 5}"
WizKhalllifa,"{'Buffer': 197, 'Twitter for iPhone': 3}"
florivonVeliz,"{'Twitter for iPhone': 196, 'Instagram': 2, 'Twitter Web App': 2}"
OzanDogulu,"{'Instagram': 149, 'Twitter for iPhone': 51}"
MaxGeorge,"{'Twitter for iPhone': 132, 'Twitter Web App': 58, 'Hootsuite Inc.': 6}"
JKhashoggi,"{'Twitter for iPhone': 188, 'Twitter for iPad': 6}"
LuluSantos,{'Twitter for iPhone': 200}
traviswall,{'Twitter for iPhone': 197}
KeriHilson,"{'Twitter for iPhone': 168, 'Instagram': 26}"
shireenwisnu17,"{'Twitter for Android': 195, 'Twitter for iPhone': 5}"
jimruggart,"{'Twitter for iPhone': 197, 'Twitter Web App': 2}"
SSEHBAI1,"{'Twitter Web App': 114, 'Twitter for iPad': 36, 'Twitter Web Client': 30, 'Twitter for Android': 19, 'Facebook': 1}"
KRihanoff,{'Twitter for iPhone': 199}
RobertsEmma,"{'Instagram': 139, 'Twitter for iPhone': 52, 'Twitter Web Client': 6, 'Twitter Web App': 2}"
KyrieIrving,"{'Twitter for iPhone': 89, 'Twitter Web Client': 63, 'Twitter Web App': 37, 'Instagram': 10}"
albertocontador,"{'Instagram': 158, 'Twitter for iPhone': 37, 'Twitter for Android': 5}"
itsryanrandall,"{'Twitter for iPhone': 177, 'Instagram': 23}"
joe_trouble,{'Twitter for iPhone': 199}
gio_antonelli,"{'Twitter for iPhone': 121, 'Instagram': 79}"
marianitaconci,"{'Twitter for Android': 84, 'Twitter for BlackBerry®': 78, 'Twitter for iPhone': 17, 'Twitter for iPad': 9, 'Twitter Web Client': 8, 'Instagram': 4}"
TheMahiraKhan,{'Twitter for iPhone': 200}
AJWShaughnessy,"{'Twitter Web App': 90, 'IFTTT': 63, 'Twitter for iPhone': 24, 'Twitter for iPad': 18, 'Twitter Web Client': 5}"
kathygriffin,"{'Twitter for iPhone': 112, 'Twitter for iPad': 87, 'Twitter Web App': 1}"
lisaellis,"{'Instagram': 181, 'Twitter for iPhone': 19}"
halconada,"{'Twitter for Android': 170, 'Twitter Web App': 30}"
sffeghouli,{'Twitter for iPhone': 200}
mandybedi,{'Twitter for iPhone': 200}
LiuWenLW,"{'Instagram': 147, 'Twitter for iPhone': 47, 'Twitter Web Client': 5}"
jona_orozco,{'Twitter for iPhone': 200}
FinnSkata,"{'Twitter for iPhone': 92, 'Twitter Web App': 81, 'Twitter Web Client': 12, 'Twitter VIT App for iOS': 10, 'Instagram': 5}"
titifernandez1,{'Twitter for iPhone': 200}
AlvaroNegredo9,"{'Twitter for iPhone': 196, 'Instagram': 4}"
trvisXX,"{'Twitter for iPhone': 196, 'Twitter Web App': 3}"
benyt,"{'Twitter for iPhone': 194, 'Twitter Web App': 6}"
HeatherRaeYoung,"{'Twitter for iPhone': 116, 'Twitter for Android': 75, 'Facebook': 8}"
RirinDwiAryanti,"{'Instagram': 182, 'Twitter for iPhone': 13}"
ItsMelanieAmaro,"{'Twitter for iPhone': 110, 'Instagram': 89}"
HomudAlfayez,{'Twitter for iPhone': 200}
Bezmelnitsin,{'Twitter Web App': 200}
elaiza_ikd,"{'Twitter for iPhone': 170, 'Instagram': 30}"
SamoaJoe,"{'Twitter for iPhone': 196, 'Twitter Web App': 3, 'TweetDeck': 1}"
SteveMartinToGo,"{'Twitter for iPad': 181, 'TweetDeck': 11, 'Twitter for iPhone': 7, 'Twitter Web App': 1}"
brunorezende1,"{'Twitter for Android': 174, 'Instagram': 23, 'Twitter Web Client': 2}"
chelsiehightowr,"{'Twitter Web App': 180, 'Twitter Web Client': 9, 'Instagram': 7}"
NairoQuinCo,"{'Twitter for Android': 87, 'Twitter for iPhone': 63, 'Twitter Web Client': 36, 'TweetDeck': 12, 'Twitter Media Studio': 2}"
TimTebow,{'Twitter for iPhone': 200}
OfficialNievesA,"{'Twitter for Android': 142, 'Twitter Web App': 35, 'Twitter for iPhone': 23}"
Rich_Fulcher,"{'Twitter Web Client': 160, 'Twitter for iPhone': 27, 'Twitter Web App': 12, 'Instagram': 1}"
fevasconcellos,"{'Twitter for iPhone': 102, 'Facebook': 92, 'Instagram': 4, 'Twitter Web Client': 2}"
LILUZIVERT,{'Twitter for iPhone': 200}
myriamfares,"{'Twitter for iPhone': 195, 'Instagram': 5}"
asliyoyo,"{'Twitter for iPhone': 183, 'Twitter Web App': 14, 'Instagram': 1, 'Twitter Web Client': 1, 'Twitter Ads': 1}"
RicardoMoran,"{'IFTTT': 130, 'Tweetbot for iΟS': 67, 'Twitter for iPhone': 2, 'Tweetbot for Mac': 1}"
DAVID_LYNCH,"{'Twitter Web Client': 189, 'Twitter Web App': 7, 'Twitter for iPhone': 2, 'Vine - Make a Scene': 1, 'Hootsuite': 1}"
booba,{'Twitter for iPhone': 200}
AlexaBliss_WWE,{'Twitter for iPhone': 196}
BillBailey,"{'Twitter for iPhone': 180, 'Twitter Web App': 16, 'Twitter Web Client': 4}"
Julstelle,"{'Twitter for iPhone': 131, 'Instagram': 56, 'Echofon': 13}"
asliaydintasbas,"{'Twitter for iPhone': 176, 'Twitter Web App': 18, 'OS X': 4, 'Twitter Web Client': 1}"
AugustAlsina,{'Twitter for iPhone': 195}
ArabellaD,"{'Twitter for iPhone': 175, 'Instagram': 23, 'iOS': 2}"
Laura_AllStar,"{'Instagram': 166, 'Periscope': 13, 'Twitter for iPhone': 11, 'Twitter Web Client': 8}"
dedesecco,"{'Twitter for iPhone': 158, 'Twitter Web App': 42}"
2AMONG,{'Tweetlogix': 199}
cfordlive,"{'Twitter for iPhone': 108, 'Instagram': 69, 'Facebook': 16, 'Google': 4, 'Twitter Web Client': 1, 'The Dodo App': 1, 'Simple Booth App': 1}"
Mark_Sanchez,"{'Twitter for iPhone': 74, 'WhoSay': 41, 'Twitter Web Client': 30, 'Twitter for Android': 27, 'Instagram': 18, 'Twitter for BlackBerry': 5, 'Twitter Web App': 2, 'opendorse': 2}"
anthonyjeselnik,"{'Twitter Web App': 159, 'Twitter for iPhone': 41}"
vcationmusic,"{'Twitter Web Client': 26, 'AgoraPulse Manager': 24, 'Twitter for iPhone': 11, 'Sprout Social': 7}"
makifbeki,"{'Twitter for Android': 198, 'Instagram': 2}"
DirKrish,"{'Twitter for Android': 116, 'Twitter for iPhone': 80, 'Twitter Web App': 2, 'Twitter Web Client': 1}"
MarjoDSousa,"{'Twitter for iPhone': 147, 'Instagram': 53}"
Lockoir,"{'Instagram': 104, 'Twitter for iPhone': 89, 'Google': 6}"
MARIELhaenn,"{'Instagram': 196, 'Twitter for iPhone': 3}"
MedelPitbull,"{'Twitter for iPhone': 178, 'Twitter for Android': 22}"
mkoirala,"{'Twitter for iPhone': 195, 'Twitter Web App': 5}"
FinallyMario,"{'Twitter for iPhone': 148, 'Instagram': 44, 'Twitter Web Client': 8}"
followjyp,"{'Instagram': 153, 'Twitter Web App': 45, 'Twitlonger': 1, 'Twitter for Android': 1}"
cerati,{'Twitter for iPhone': 200}
maripilyrivera,"{'Twitter for iPhone': 106, 'Instagram': 94}"
LV797,"{'Instagram': 195, 'UberSocial for iPhone': 5}"
JonahDispatch,"{'Twitter for iPhone': 113, 'Twitter for iPad': 54, 'Twitter Web App': 33}"
raftaarmusic,{'Twitter for iPhone': 198}
adelalmulhim,{'Twitter for iPhone': 200}
TiaMowry,"{'Echofon': 102, 'Instagram': 86, 'Twitter Media Studio': 8, 'Twitter Web App': 3}"
cagatayulusoyy,"{'Twitter for iPhone': 129, 'Instagram': 38, 'Twitter Web Client': 4, 'Twitter for Android': 3, 'Twitter for iPad': 1, 'Camera on iOS': 1}"
