username,source_freq_map
microdile,"{'TweetDeck': 144, 'Twitter for iPhone': 39, 'Twitter Web App': 17}"
wootannnnn,{'Twitter for iPhone': 198}
BlaCaSSo,{'Twitter for iPhone': 190}
Ckaaay__,"{'Twitter for iPhone': 163, 'Twitter for Android': 33}"
melodisthes,{'Twitter for iPhone': 52}
Georgiann3990,{'Georgiann3990922': 195}
cassiejimenez_,{'Twitter for iPhone': 196}
dollyymangoo,{'fllwrs': 200}
courserepfelix,{'Twitter SMS': 200}
n1faping,"{'Twitter for Android': 159, 'Twitter Web App': 31, 'Curious Cat': 9, 'PlayStation(R)4': 1}"
4BestHerbs,"{'Gremlin Social': 199, 'WordPress.com': 1}"
BarbaraJoScott,"{'Twitter Web Client': 114, 'Instagram': 43, 'Twitter for Android': 18, 'Spotify': 10, 'LinkedIn': 6, 'Twitter Web App': 3, 'Twitter for iPad': 3, 'Mobile Web': 1}"
patriciabragg,"{'Twitter Web Client': 86, 'Instagram': 59, 'Twitter for iPhone': 29, 'AWeber Email Marketing': 17, 'Twitter for iPad': 4, 'Blog2Social APP': 3, 'Twitter Web App': 1}"
D__REEZY,"{'Twitter SMS': 77, 'Twitter for iPhone': 50, 'Twitter for Android': 33, 'Google': 20, 'Instagram': 17}"
bootsiealert,"{'Twitter for iPhone': 197, 'Twitter Web App': 3}"
CraigRobinson93,{'Twitter for iPhone': 188}
scmmag,{'Paper.li': 200}
JoeRoth19,"{'Twitter Web Client': 142, 'Twitter for iPhone': 54, 'TweetDeck': 3}"
IrvinDahvee,{'Twitter for iPhone': 189}
DetroitJobs3,{'twitterfeed': 200}
TheUnits,"{'Facebook': 199, 'Twitter Web Client': 1}"
GQ_GiftedQueen,"{'Twitter Web App': 119, 'Twitter for iPhone': 80}"
abdulahbolakale,{'Twitter for Android': 200}
organicexpert,{'Twitter for Android': 18}
flotsamfiles,"{'Twitter Web Client': 158, 'Twitter for iPhone': 42}"
izzyhardisty1,"{'Twitter for iPhone': 171, 'Twitter for Android': 10, 'Twitter Web Client': 8}"
SpiritOfEnles,"{'Twitter for iPhone': 45, 'TweetDeck': 6}"
Seth51102,{'Seth511021431': 191}
scarydrew86,"{'Instagram': 1, 'Kindle': 1}"
BHoffmann_,"{'Twitter for iPhone': 113, 'Twitter Web Client': 5, 'Twitter for iPad': 3, 'Twitter Web App': 2}"
besnik139,{'iOS': 200}
donald_mmola,"{'Twitter for Android': 168, 'Twitter Web App': 31, 'Instagram': 1}"
HMIbuzzOfficial,"{'Facebook': 154, 'Twitter for iPhone': 31, 'WordPress.com': 14, 'Instagram': 1}"
Caryanne_,{'Twitter for Android': 1}
Daisy_child,{'Twitter for iPhone': 200}
CricketCareers,{'Twitter Web Client': 2}
Esther_Kores,"{'Twitter for Android': 178, 'Instagram': 14, 'Twitter Web Client': 4, 'Twitter Web App': 2}"
Knightrrrider,"{'Twitter for iPhone': 190, 'Twitter Web Client': 10}"
whoknowstv,"{'Twitter Web App': 184, 'Twitter for Android': 16}"
Bulo_TheAfrican,{'Twitter Web App': 198}
NormalLass,{'Twitter for iPhone': 200}
ihateColt45,{'Twitter for Android': 200}
BossmanfRobert,{'Twitter for iPhone': 200}
JimmyJazz1968,"{'Twitter for Android': 169, 'Twitter Web App': 31}"
BestBuySupport,{'Lithium Tech.': 200}
bestbitesblog,"{'Twitter Web Client': 157, 'Twitter Web App': 24, 'TweetDeck': 19}"
GirlOnUtd,"{'TweetDeck': 119, 'Twitter for Android': 79, 'Twitter Web Client': 2}"
theylovintea_,{'Twitter for iPhone': 180}
robert_stock7,{'Twitter Web App': 198}
BaileysEZPicks,"{'TweetDeck': 106, 'SocialPilot.co': 93, 'Twitter Web Client': 1}"
rizeiz,{'twittbot.net': 200}
Beverley3918,{'Beverley3918587': 194}
KristineWyllys,{'Twitter for Android': 196}
_McKnightsSL,"{'Hootsuite Inc.': 156, 'Twitter for iPhone': 32, 'Twitter Web App': 12}"
ProcorePT,{'cmsoc': 200}
JLenniDorner,"{'Twitter Web App': 105, 'Buffer': 65, 'SumAll': 15, 'Twitter Web Client': 9, 'Twitter for Android': 3, 'Bloglovin': 2, 'WordPress.com': 1}"
IllyIll,{'Twitter for Android': 26}
mennace,"{'Twitter for iPhone': 118, 'Twitter Web Client': 66, 'Twitter Web App': 12, 'Gleam Competition App': 2, 'Twitter for Websites': 1, 'Google': 1}"
Hope4Siblings,{'Social Media Publisher App ': 200}
JaneDoe023,{'Twitter Web Client': 18}
serenefrancesca,{'Twitter for iPhone': 191}
le_millionaire,{'Twitter for Android': 15}
connor2110,{'Twitter for iPhone': 196}
SarahMarie0605,{'Twitter for iPhone': 196}
RyanMTracey,"{'Twitter for Android': 112, 'Hootsuite Inc.': 33, 'Twitter for iPad': 33, 'Facebook': 19, 'Instagram': 2}"
loriewalker,"{'Instagram': 165, 'Twitter for iPhone': 30, 'Twitter Web Client': 4, 'Mobile Web': 1}"
Jls_ca,{'Twitter for iPhone': 200}
Phuck__Up,{'Twitter for iPhone': 198}
317TeamIndy,"{'Instagram': 186, 'Facebook': 14}"
Heefosaurus,{'Twitter for Android': 198}
sorayagarcia85,{'Twitter Web App': 3}
MericasCaptain,{'Twitter for iPhone': 200}
A_its_AC,{'Twitter for Android': 200}
t_thombs,"{'Twitter for iPhone': 188, 'Twitter Web App': 12}"
NotLikeFreddy,"{'Twitter Web App': 135, 'Twitter for iPhone': 64}"
retailsalesjobs,{'twitterfeed': 200}
youngali1864,"{'Twitter Web App': 92, 'Mobile Web (M2)': 55, 'Periscope': 24, 'Twitter Web Client': 8, 'Twitter for Android': 7}"
shalltear_enbot,{'twittbot.net': 200}
FaheemCFC,"{'Twitter for iPhone': 188, 'Twitter Web App': 9}"
ElMacDeville,{'Twitter for Android': 190}
DJ_UnDisTone,"{'Google': 198, 'Twitter for Android': 1, 'Facebook': 1}"
Trel67,"{'Twitter Web App': 192, 'Twitter for iPhone': 8}"
DolphinMick,{'Twitter for iPhone': 200}
AdamHtheBlade27,{'Twitter for Android': 200}
pride_purple,"{'Twitter for iPhone': 163, 'Twitter Web App': 37}"
lilstu76,"{'SocialToaster': 157, 'Twitter Web Client': 30, 'Amazon': 7, 'Twitter Web App': 6}"
ValPopescu,"{'Paper.li': 197, 'SumAll': 3}"
Criss16_,{'Twitter for iPhone': 199}
RobbyPaseky,"{'Twitter for Android': 192, 'Twitter for iPhone': 5, 'Gamesofa': 1}"
NotI_SaidTheCat,{'Twitter for iPhone': 198}
ckeogh1971,{'Twitter for Android': 200}
intunes1,"{'Facebook': 193, 'Twitter for iPhone': 7}"
17LUCASx,{'Twitter for iPhone': 192}
PoliticalTom,"{'Twitter Web Client': 158, 'Twitter for Android': 25, 'Twitter Web App': 17}"
PesadeliBot,{'PesadeliBot': 200}
beccagraceface,{'Twitter for iPhone': 196}
cassaaandraa_,{'Twitter for iPhone': 195}
RajveerRawlin,"{'Paper.li': 145, 'IFTTT': 40, 'Crowdfire App': 7, 'Twitter Web App': 4, 'Facebook': 2, 'Buffer': 1, 'Triberr': 1}"
dazM33,{'Twitter for Android': 200}
LisaMcCall,"{'Instagram': 135, 'Twitter for Android': 48, 'Facebook': 17}"
Khetha,"{'Twitter for iPhone': 194, 'Instagram': 6}"
DigitalMumsHQ,"{'Twitter Web App': 95, 'Hootsuite Inc.': 73, 'Twitter for iPhone': 32}"
vladest_,{'Twitter for Android': 200}
Raza_Lala_Khan,"{'Twitter for Android': 101, 'Facebook': 85, 'fllwrs': 14}"
jaredkimball,"{'Twitter for iPhone': 190, 'Twitter for iPad': 4, 'Twitter Web App': 3, 'Buffer': 2, 'Twitter Web Client': 1}"
GioffryStyle,"{'ONE PIECE TREASURE CRUISE': 147, 'iOS': 53}"
EchoPressBooks,"{'TweetDeck': 124, 'Twitter Web Client': 48, 'Twitter Web App': 17, 'SocialPilot.co': 5}"
ChelseaWrenArt,{'Twitter for Android': 198}
DataFlowLabs,"{'Twitter for Android': 94, 'Twitter Web Client': 63, 'TweetCaster for Android': 13, 'Tweet Old Post': 11, 'Twitter Web App': 2, 'Bitly': 1, 'Mailchimp': 1}"
CoolWhipIV,{'Twitter for Android': 199}
chipndale_,{'Twitter for iPhone': 200}
DD621,"{'Twitter for iPhone': 193, 'Twitter Web App': 6, 'Twitter Web Client': 1}"
srzjwalters,{'Twitter for iPad': 200}
j_alex_9,"{'Twitter for iPhone': 151, 'Twitter Web Client': 34, 'Twitter Web App': 14, 'Twitter for iPad': 1}"
Keepontruckin71,{'TTYtter': 200}
DavidDavidjh14,{'Twitter for iPhone': 200}
EmilyBaptista96,{'Twitter Web App': 186}
cyberwuff,"{'Twitter for Android': 138, 'Twitter Web App': 46, 'Twitter for iPad': 16}"
YusufMoneer,"{'Twitter for iPhone': 191, 'Twitter for iPad': 9}"
Karinasanz07,{'Twitter for Android': 200}
KeneAmazu,{'Twitter for Android': 196}
godtributes,{'botsforthebotgod': 200}
heather_wicker,{'Twitter for iPhone': 194}
JohnJohndel2,{'Twitter for iPad': 200}
ronzonipasta,"{'TweetDeck': 65, 'Twitter Web Client': 52, 'Twitter for iPhone': 22, 'Hootsuite Inc.': 20, 'Twitter Web App': 19, 'Hootsuite': 19, 'Twitter for Android': 3}"
EricBooth,"{'TweetDeck': 106, 'Twitter for iPhone': 73, 'Twitter for iPad': 20, 'Twitter Web Client': 1}"
bbhNYC,"{'Hootsuite Inc.': 182, 'Twitter Web App': 15, 'Twitter Web Client': 3}"
RONAinc,"{'Sprout Social': 103, 'Twitter Web App': 78, 'Twitter for iPhone': 19}"
RockAveRecords,"{'Twitter Web App': 177, 'Twitter Web Client': 21, 'LinkedIn': 2}"
eriiikkact,{'Twitter for iPhone': 174}
campertodd,"{'Twitter for Android': 151, 'Twitter for iPhone': 49}"
PreachySnow,{'Twitter Web App': 199}
NouisBums,"{'fllwrs': 87, 'Google': 40, 'Twitter for iPhone': 9, 'Twitter for Android': 4}"
Smilodon48,"{'Twitter for iPhone': 172, 'Twitter Web App': 28}"
tzvikapo,"{'Twitter for Android': 160, 'Twitter Web Client': 36, ' Tweedle': 2, 'Dropbox ': 1, 'LinkedIn': 1}"
DianneDyconte,{'Tweetbot for iΟS': 200}
Puk3stigate,{'Twitter for iPhone': 196}
mikster,"{'Twitter for iPhone': 186, 'TweetDeck': 14}"
Raya__Lovers,{'Twitter for Android': 199}
GlobalGlory3,"{'Twitter Web Client': 197, 'SoundCloud': 3}"
hangingsliders,{'Twitter for iPhone': 7}
Shamalamal,"{'Twitter for iPhone': 189, 'Twitter for Mac': 7}"
omgitscharms,{'Twitter for iPhone': 198}
4totera,"{'Twitter for iPhone': 193, 'Twitter for iPad': 7}"
Phil_Cosby_,{'Twitter Web Client': 2}
AliasCane,"{'Twitter for iPhone': 144, 'Twitter Web App': 56}"
101918171615aa,{'Twitter for iPhone': 166}
davelackie,"{'Twitter Web App': 187, 'TweetDeck': 11, 'Instagram': 2}"
ScomAviation,{'twitterfeed': 200}
nightmareinpink,{'Twitter for Android': 6}
DaveyBenny,"{'twitterfeed': 195, 'Twitter Web Client': 4, 'Twitter for iPhone': 1}"
bgg2wl,"{'Black Girls Guide To Weight Loss': 146, 'Twitter for iPhone': 26, 'Tweetbot for iΟS': 18, 'TweetDeck': 6, 'Instagram': 2, 'IFTTT': 2}"
newsom95,"{'Twitter for iPhone': 168, 'Twitter Web Client': 2}"
Rasmika7,"{'Twitter for iPhone': 186, 'Twitter Web App': 2}"
_1tyren,{'Twitter for iPhone': 196}
LawrenceMorgan_,{'Twitter for iPhone': 196}
ramomann,"{'Twitter for iPad': 191, 'Twitter for Android': 7, 'Twitter Web App': 1, 'ViralSweep App': 1}"
MisBritBrit,"{'Twittascope': 197, 'Twitter for iPhone': 3}"
gamesin,{'twitterfeed': 200}
bscav96,"{'Twitter for iPhone': 187, 'Twitter for iPad': 1}"
visit_benicia,"{'Instagram': 152, 'Facebook': 48}"
PAllenSmith,"{'Google': 133, 'Twitter for iPhone': 37, 'IFTTT': 21, 'Twitter Web Client': 9}"
rashkislibrary,"{'Twitter Web Client': 140, 'Twitter for iPhone': 30, 'Twitter for iPad': 25, 'iOS': 4, 'Twitter Web App': 1}"
iamsrksDon,{'Twitter for Android': 196}
adrianarraquel,"{'Twitter Web App': 102, 'Twitter for Android': 98}"
MonicaKoch18,{'Koplos': 200}
VusiKManana,"{'Twitter for iPhone': 172, 'Twitter Web App': 3}"
xoxo11_asuka,"{'Instagram': 149, 'Facebook': 43, 'Twitter for iPhone': 8}"
MsCoMpliCaTeDTK,"{'Echofon': 164, 'Twitter Web App': 35}"
BlueRedcloud,"{'Twitter for Android': 148, 'Twitter Web App': 49, 'Twitter Web Client': 3}"
Eternity9,"{'Twitter for iPhone': 199, 'Twitter Web App': 1}"
rockandpink4u,"{'Google': 103, 'Hootsuite': 71, 'Twitter for iPhone': 24, 'Twitter Web Client': 2}"
haydnsym,"{'Twitter for iPhone': 170, 'IFTTT': 15, 'Twitter Web App': 9, 'Twitter Web Client': 6}"
AaronWayman,"{'Twitter for Android': 185, 'Instagram': 5, 'Twitter Web Client': 5, 'LinkedIn': 3}"
timhyjek,{'Twitter for iPhone': 198}
_PrettyDessiy,{'Twitter for iPhone': 193}
drewfoundland,{'Twitter Web App': 200}
Rob_Aitchison,{'twitterfeed': 200}
geekpryde,"{'Twitter for Android': 194, 'Twitter Web App': 3, 'Twitter Web Client': 3}"
kungfudagreat1,"{'Twitter for Android': 155, 'Twitter Web App': 37, 'Instagram': 8}"
newsciencetoday,"{'Twitter Web Client': 27, 'Hootsuite': 25, 'Twitter for iPhone': 13}"
ORARiccardo,"{'Twitter Web App': 136, 'Twitter for Android': 53, 'Twitter for iPad': 11}"
RayahsWorld,{'Twitter for iPhone': 199}
EkkoSys,{'EkkoSys': 200}
Primeonly27,"{'Buffer': 108, 'Twitter Web Client': 84, 'Twitter Web App': 8}"
Paw_Online,{'Twitter for iPhone': 200}
LeeKenny95,{'Twitter for Android': 196}
PRP_Sports,"{'Twitter for iPhone': 188, 'Twitter Web App': 12}"
averytheloser,{'Twitter for iPhone': 196}
alessia_bosch,"{'Twitter for iPhone': 141, 'Instagram': 13, 'Twitter Web Client': 13, 'fllwrs': 13, 'Twitter Web App': 12, 'SumAll': 5}"
herphomes,"{'Facebook': 199, 'Twitter for Android': 1}"
EmilyKitchingx,{'Twitter for iPhone': 197}
TrainingMindful,"{'SocialOomph': 197, 'Twitter Web App': 3}"
loveahappyend,{'Hootsuite': 200}
OldTownGal,"{'Twitter Web Client': 108, 'Amazon': 51, 'SocialToaster': 18, 'Twitter for Android': 8, 'Mobile Web': 6, 'SML Production': 4, 'Reve Marketing ': 2, 'mPLUS Rewards': 1, 'Twitter Web App': 1, 'ViralSweep App': 1}"
therealbink_,"{'Twitter for iPhone': 191, 'TwiAgeCom': 1}"
xAigueMarinex,"{'Twitter for Android': 196, 'Twitter Web App': 4}"
DebnHairGornal,{'Instagram': 200}
Sharmarkeahmed4,{'Twitter for Android': 2}
SindyOriginal,"{'Twitter Web Client': 192, 'Twitter for Android': 7, 'Instagram': 1}"
CBoC_Events,"{'Twitter Web Client': 107, 'Hootsuite Inc.': 89, 'Buffer': 4}"
LLmAuthorsCafe,{'Hootsuite': 200}
sin_thetique,{'Twitter for Android': 194}
dennis5926,"{'Twitter for iPhone': 188, 'Twitter Web Client': 1}"
TweetyBirdStars,{'Twitter for Android': 191}
malayy___,{'Twitter for iPhone': 200}
DonKeeeem,{'Twitter for iPhone': 197}
xxxhoz,{'Twitter for iPhone': 46}
tknolan,"{'Twitter for iPhone': 102, 'Twitter Web Client': 89, 'LinkedIn': 4, 'Twitter Web App': 2, 'Medium': 1, 'Instagram': 1}"
AlexCena_TX,"{'IFTTT': 73, 'Twitter for iPad': 68, 'Twitter for iPhone': 39, 'Tweetbot for iΟS': 14, 'Instagram': 6}"
SquirtleSquad7,"{'Twitter for iPhone': 171, 'Twitter Web App': 26, 'Twitter for iPad': 2, 'Twitter Web Client': 1}"
KevinMercuri,"{'Twitter Web App': 185, 'Twitter Web Client': 15}"
Ogbanje_,{'Twitter for Android': 194}
bearaboi,"{'Twitter for Android': 118, 'Twitter Web App': 82}"
StPancrasInt,"{'Twitter for iPhone': 120, 'AgoraPulse Manager': 54, 'Twitter Web App': 26}"
Muthoga_Jay,"{'Twitter for Android': 112, 'TweetDeck': 84, 'Twitter Web App': 2, 'Twitter Web Client': 1}"
theFINND,"{'Hootsuite': 158, 'Twitter for iPhone': 25, 'Twitter Web Client': 16, 'LinkedIn': 1}"
euanspc,"{'Twitter for iPhone': 155, 'Twitter Web App': 41, 'Twitter for iPad': 2, 'Twitter Web Client': 1}"
craigsmithim,{'SocialOomph': 200}
Butcherr666,{'Twitter for Android': 200}
peggy_04,"{'Twitter for iPhone': 186, 'Instagram': 7}"
lastrolo90,{'Twitter for Android': 197}
KidKeeble,"{'Twitter for iPhone': 171, 'fllwrs': 26}"
laniebug62,{'Twitter for iPhone': 197}
icybomb_,"{'Twitter for Android': 106, 'Twitter Web App': 78, 'Twitter for iPad': 13}"
size_og,{'Twitter for Android': 2}
Freak4Harvick,"{'Twitter for Android': 117, 'Foursquare': 75, 'TwiAgeCom': 7}"
HeatherMallick,"{'Twitter for iPhone': 106, 'Twitter Web App': 81, 'Twitter Web Client': 13}"
UtdMahon,{'Twitter for Android': 196}
PWeilert,{'ONE PIECE TREASURE CRUISE': 57}
jmhomeniuk1,"{'Twitter Web Client': 131, 'Crowdfire Inc.': 66}"
Ms_Kushington,"{'Twitter for Android': 157, 'Twitter Web App': 35, 'Twitter Web Client': 5, 'Instagram': 2}"
tobitac,"{'Twitter for iPhone': 158, 'Twitter Web App': 41, 'Twitter Web Client': 1}"
mpigliucci,"{'Twitter Web App': 182, 'Twitter for iPhone': 11, 'Twitter for iPad': 7}"
scott94delaney,{'Twitter for Android': 194}
GovWin,"{'Hootsuite Inc.': 199, 'Twitter Web App': 1}"
courts_fellows1,"{'Twitter for iPhone': 155, 'Twitter Web App': 15}"
thecoolnoodle,{'Twitter for Android': 190}
operationcatnip,"{'Buffer': 100, 'Twitter for iPhone': 29, 'Tumblr': 27, 'Instagram': 17, 'Twitter Web Client': 16, 'Hootsuite': 11}"
QuotesByRichard,{'Twitter for iPhone': 28}
DolphinDivePro,"{'Twitter for iPhone': 157, 'Twitter Web App': 43}"
EverjoiceWin,{'Twitter for iPhone': 200}
MegMckly,"{'Twitter for iPhone': 191, 'Instagram': 5}"
IBMSystems,"{'Sprinklr': 133, 'Twitter Web App': 67}"
paynescupcake,{'Twitter for Android': 183}
FresaLinda_,"{'Twitter for Android': 53, 'Twitter Web Client': 18, 'Twitter Web App': 5}"
ashleyy_morrris,{'Twittascope': 200}
Be_Xfitness,"{'IFTTT': 149, 'Instagram': 21, 'Twitter Web Client': 19, 'Twitter Web App': 7, 'Twitter for iPhone': 4}"
strngwys,"{'Twitter Web App': 119, 'Twitter for iPhone': 81}"
straffordhs,{'Twitter for Android': 200}
kodalinarry,{'Twitter for iPhone': 3}
LifeAtPurdue,"{'Twitter for iPhone': 77, 'Twitter Web App': 63, 'Salesforce - Social Studio': 58, 'Twitter Web Client': 2}"
mrssavageangel,"{'Twitter for iPhone': 185, 'Instagram': 8, 'Twitter Web Client': 3, 'WordPress.com': 2, 'Twitter Web App': 1, 'Bloglovin': 1}"
TechBazar,{'Google': 200}
queenkandis,"{'Twitter for iPhone': 198, 'Twitter Web App': 1}"
WilliamandSon,"{'Twitter Web Client': 160, 'Twitter Web App': 32, 'Twitter for iPhone': 8}"
Charlietrypsin,"{'Twitter for Android': 197, 'Twitter Web App': 3}"
WSRArecycle,{'Hootsuite Inc.': 200}
sebulskyfarms,"{'Twitter for iPhone': 182, 'Twitter for iPad': 11}"
Divy045brizzy,{'Twitter for BlackBerry®': 67}
hill_013,"{'Twitter for iPhone': 196, 'Twitter Web Client': 1}"
izzyortiz211,{'Twitter for Android': 4}
KillaCam141,{'Twitter for iPhone': 199}
RunningChics,"{'Twitter for iPhone': 136, 'Hootsuite': 39, 'Twitter Web Client': 19, 'Instagram': 3, 'Twitter for Websites': 1, 'iOS': 1, 'Twitter for iPad': 1}"
BeckieNye,"{'Twitter for iPhone': 196, 'WordPress.com': 4}"
hannahfalsen2,{'Twitter for iPhone': 184}
Bees_Circus,"{'Twitter for iPhone': 152, 'Goodreads': 47, 'Twitter Web App': 1}"
ryan_cheek,"{'Twitter for Android': 18, 'Twitter for iPhone': 16}"
_DarkOne,"{'Twitter for iPhone': 123, 'Twitter for Windows': 20, 'Twitter for iPad': 17, 'Twitter Web Client': 16, 'Twitter for Mac': 8, 'Twitt-RP': 7, 'TweetDeck': 6, 'Twitterrific for Mac': 2}"
HeleneLafleche,{'Twitter Web App': 3}
retroafter,"{'Twitter for iPhone': 116, 'IFTTT': 73, 'Twitter Web Client': 5, 'SumAll': 4}"
xlyssawho,{'Twitter for iPhone': 99}
RyFairfax,"{'Twitter for iPhone': 170, 'Twitter Web Client': 3, 'Twitter Web App': 1}"
robotnik,"{'Twitter Web Client': 177, 'Twitter for Android': 23}"
_chriscotton12,"{'Twitter for iPhone': 195, 'Twitter for iPad': 5}"
liz_quen3,{'Twitter Web Client': 196}
Ashlee_Ketchum_,"{'Twitter for iPhone': 187, 'Twitter Web Client': 8}"
SierrasSL,{'Twitter for iPhone': 200}
etailPR,"{'Twitter Web Client': 2, 'Twitter for iPhone': 1}"
OstapKohlstein,"{'Twitter for Android': 99, 'Twitter Web App': 90, 'iOS': 8, 'Tweetbot for iΟS': 2}"
HopeQuen3,{'TweetDeck': 200}
HogwartsCitou,"{'Twitter Web Client': 161, 'Twitter Web App': 29, 'Twitter for Android': 9}"
liz_quen2,{'Twitter Web Client': 197}
prslava15,{'Twitter Web Client': 183}
OfficialSCrosby,{'Twitter for Android': 200}
estrus_bunny,"{'twittbot.net': 172, 'rekkacopy': 27, 'twiroboJP': 1}"
MichellePhan,"{'Twitter for iPhone': 185, 'Twitter Web App': 14}"
carlybaby,"{'Echofon': 100, 'Twitter for Android': 80, 'Echofon  Android': 18, 'Twitter Web App': 1}"
HopeeQuen2,{'TweetDeck': 200}
LearnDreams,"{'Hootsuite Inc.': 189, 'Twitter Web Client': 6, 'Twitter Web App': 3, 'Twitter for iPhone': 2}"
Bolivia4x4,"{'TweetDeck': 181, 'Twitter Web App': 11, 'Twitter Web Client': 6, 'Hootsuite Inc.': 1}"
quen4_liz,{'Twitter Web Client': 190}
Quen2Liz,{'Twitter Web Client': 195}
donorhut,"{'Twitter Web Client': 117, 'Twitter for Android': 73, 'Hootsuite': 10}"
LyricBelfast,"{'Hootsuite Inc.': 150, 'Twitter Web App': 21, 'Twitter for iPhone': 16, 'Twitter for Android': 13}"
FinnWathan,{'Twitter for iPhone': 170}
NorthWellandBIA,"{'Buffer': 51, 'Twitter for iPhone': 49, 'Twitter Web App': 43, 'Hootsuite': 28, 'Instagram': 16, 'Twitter Web Client': 5, 'IFTTT': 5, 'Hootsuite Inc.': 3}"
allenpeacock,{'Twitter for iPhone': 200}
almawari,{'Twitter for iPhone': 200}
TheOffer,"{'Instagram': 75, 'Twitter for Android': 63, 'Bandsintown': 40, 'ReverbNation': 9, 'Twitter Web Client': 8}"
dayanarrecheaa,{'Twitter for iPhone': 173}
BigEarsFestival,"{'Falcon Social Media Management ': 195, 'Twitter Web App': 5}"
genemarks,"{'Twitter Web App': 187, 'Twitter for Android': 10, 'Twitter for iPhone': 2, 'Hootsuite Inc.': 1}"
E_FillingaHole,{'Twitter for iPhone': 198}
947Star,"{'Twitter Web Client': 164, 'LinkedUp Radio': 22, 'Twitter Web App': 9}"
Khalifist,"{'Twitter for Android': 195, 'Twitter for iPad': 3, 'PlayStation(R)4': 2}"
Dre162,"{'Tweetlogix': 193, 'Twitter for iPhone': 7}"
kmullins93,"{'Twitter for iPhone': 197, 'Instagram': 3}"
TheRealDogecoin,{'IFTTT': 200}
TerryMitts,"{'Twitter Web Client': 194, 'Pinterest': 6}"
CEHealthCareers,"{'Hootsuite Inc.': 121, 'Facebook': 54, 'Hootsuite': 10, 'AWeber Email Marketing': 6, 'Twitter for iPhone': 3, 'Twitter for Android': 2, 'LinkedIn': 2, 'Instagram': 1, 'Google': 1}"
seanmarsdentv,"{'Twitter for iPhone': 172, 'Instagram': 6}"
SimcoeRedcoats,{'Twitter Web Client': 200}
tymajestic,{'Twitter for Android': 200}
CushWakeUS,"{'Hootsuite Inc.': 187, 'Twitter Web App': 13}"
ClintScoles,"{'TweetDeck': 124, 'Twitter for Android': 49, 'Twitter Web App': 25, 'Instagram': 1, 'Twitter Web Client': 1}"
IamSophieLee93,{'Twitter for Android': 199}
10stopphoto,"{'IFTTT': 164, 'Twitter for iPhone': 18, 'erased5423693': 16, 'Squarespace': 2}"
DrunkGing,{'Twitter for iPhone': 194}
winkyhowell,{'Twitter for iPhone': 1}
jMcConnico,"{'IFTTT': 196, 'Twitter Web Client': 3, 'Instagram': 1}"
AVO600,{'Twitter for iPhone': 194}
mikeal,"{'Buffer': 92, 'Twitter Web App': 80, 'Twitter for iPhone': 28}"
TheAppleForest,{'IFTTT': 200}
AmberMariee22,{'Twitter for Android': 15}
khushbu84,"{'Twitter for iPhone': 128, 'UberSocial for BlackBerry': 43, 'Twitter for Android': 12, 'Twitter for BlackBerry®': 7, 'Twitter for Websites': 2, 'Twitter Web Client': 1, 'Twitter for iPad': 1}"
EdnaFitzgerald8,{'twitterfeed': 200}
GardnerBetty2,{'twitterfeed': 200}
MichaelScarlett,"{'Twitter for Android': 163, 'Twitter Web Client': 23, 'Twitter Web App': 14}"
always_vote,{'Twitter Web App': 200}
roybickley,{'Twitter for iPhone': 200}
LittleMix,"{'Twitter for iPhone': 149, 'Twitter Media Studio': 22, 'Twitter Web App': 14, 'TweetDeck': 11}"
RapAquila,"{'Linkis: turn sharing into growth': 184, 'Twitter for iPad': 6}"
StelenCovel,"{'Twitter for iPhone': 187, 'Twitter Web Client': 3, 'Xbox One Social': 3}"
gabbiwilliams9,{'Twitter for iPhone': 199}
AFlyswatter,"{'Twitter for iPhone': 135, 'Twitter for Android': 56, 'Hootsuite': 6, 'Twitter Web Client': 3}"
Dem5SOS_Updates,"{'Twitter for iPhone': 18, 'Twitter Web Client': 1}"
The_BenMears,"{'Twitter Web App': 173, 'Twitter for Android': 27}"
BrandsKingdom,"{'BrandsKingdom': 95, 'Twitter for Android': 48, 'Twitter Web Client': 40, 'Mobile Web': 16}"
